Date,Day_of_week,Name_of_the_Base,Type_of_tasking,Tasking_location,Tasking_outcome,Region,Latitude,Longitude,Time_of_day,Tasking_duration
12/10/2021,Tuesday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,58.57,-4.73,9:00am - 11:59am,2
12/10/2021,Tuesday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.21,-4.62,3:00pm - 5:59pm,2
12/10/2021,Tuesday,Prestwick,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,55.68,-6.26,9:00pm - 11:59pm,3
13/10/2021,Wednesday,Lee On Solent,Search Only,Land,Terminated On Scene,South East,50.85,-1.29,12:00pm - 2:59pm,1
13/10/2021,Wednesday,Inverness,Rescue/Recovery,Land,Supported & Completed,North Eastern Scotland,56.95,-3.11,3:00pm - 5:59pm,2
13/10/2021,Wednesday,Inverness,Rescue/Recovery,Coast,Terminated En Route,Highlands and Islands,57.87,-5.64,6:00pm - 8:59pm,1
13/10/2021,Wednesday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.65,-5.18,3:00pm - 5:59pm,5
13/10/2021,Wednesday,Inverness,Rescue/Recovery,Land,Terminated En Route,Highlands and Islands,57.6,-5.58,6:00pm - 8:59pm,2
13/10/2021,Wednesday,Lydd,Search Only,Coast,Supported & Completed,South East,51.37,1.13,3:00pm - 5:59pm,1
13/10/2021,Wednesday,Lydd,Search Only,Coast,Supported & Completed,South East,51.37,1.13,6:00pm - 8:59pm,4
13/10/2021,Wednesday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.94,-5.64,6:00pm - 8:59pm,3
13/10/2021,Wednesday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,49.61,-1.52,9:00pm - 11:59pm,3
14/10/2021,Thursday,St Athan,Search Only,Coast,Supported & Completed,Wales,51.75,-4.39,6:00pm - 8:59pm,2
15/10/2021,Friday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.01,-5.41,9:00am - 11:59am,2
15/10/2021,Friday,Inverness,Search Only,Land,Terminated En Route,Highlands and Islands,57.7,-4.34,12:00pm - 2:59pm,1
15/10/2021,Friday,Prestwick,Support,Land,Terminated En Route,North East,54.98,-1.38,3:00pm - 5:59pm,1
15/10/2021,Friday,Humberside,Rescue/Recovery,Land,Supported & Completed,East Midlands,53.4,-1.9,12:00pm - 2:59pm,3
15/10/2021,Friday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.8,-5.04,3:00pm - 5:59pm,2
15/10/2021,Friday,Newquay,Rescue/Recovery,Land,Terminated En Route,South West,49.95,-6.33,9:00pm - 11:59pm,1
16/10/2021,Saturday,Sumburgh,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,60.59,-1.06,6:00am - 8:59am,2
16/10/2021,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,52.92,-3.98,12:00pm - 2:59pm,2
16/10/2021,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,North West,54.45,-3.2,3:00pm - 5:59pm,5
16/10/2021,Saturday,Inverness,Search Only,Land,Supported & Completed,North Eastern Scotland,57.68,-1.93,9:00pm - 11:59pm,7
17/10/2021,Sunday,Lydd,Search Only,Maritime,Supported & Completed,South East,51.02,1.4,3:00am - 5:59am,2
17/10/2021,Sunday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,9:00am - 11:59am,2
17/10/2021,Sunday,Lee On Solent,Pre-arranged Transfer,Land,Cancelled,South East,50.71,-1.3,9:00am - 11:59am,6
17/10/2021,Sunday,Stornoway,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,58.24,-5.4,12:00pm - 2:59pm,2
17/10/2021,Sunday,Lydd,Rescue/Recovery,Coast,Supported & Completed,South East,50.73,0.24,12:00pm - 2:59pm,2
17/10/2021,Sunday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,12:00pm - 2:59pm,4
17/10/2021,Sunday,Inverness,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,55.5,-5.09,12:00pm - 2:59pm,5
17/10/2021,Sunday,Newquay,Rescue/Recovery,Maritime,Supported & Completed,South West,50.25,-7.55,3:00pm - 5:59pm,3
17/10/2021,Sunday,Lee On Solent,Rescue/Recovery,Coast,Terminated On Scene,South East,50.88,-1.37,6:00pm - 8:59pm,1
17/10/2021,Sunday,Inverness,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,58.96,-2.91,6:00pm - 8:59pm,5
17/10/2021,Sunday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,52.62,-3.86,3:00pm - 5:59pm,9
17/10/2021,Sunday,Prestwick,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,55.68,-6.26,6:00pm - 8:59pm,4
17/10/2021,Sunday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,6:00pm - 8:59pm,4
17/10/2021,Sunday,Stornoway,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,56.95,-7.5,6:00pm - 8:59pm,5
17/10/2021,Sunday,Prestwick,Search Only,Maritime,Diverted / Suspended,North East,55.65,-1.6,9:00am - 11:59am,3
17/10/2021,Sunday,Humberside,Search Only,Maritime,Diverted / Suspended,North East,55.65,-1.6,12:00pm - 2:59pm,10
17/10/2021,Sunday,Humberside,Search Only,Maritime,Supported & Completed,North East,55.65,-1.6,3:00am - 5:59am,23
18/10/2021,Monday,St Athan,Support,Land,Diverted / Suspended,South West,51.86,-2.02,9:00am - 11:59am,1
18/10/2021,Monday,Prestwick,Search Only,Land,Terminated En Route,Eastern Scotland,56.37,-3.98,12:00pm - 2:59pm,2
18/10/2021,Monday,Lydd,Search Only,Coast,Supported & Completed,South East,51.07,1.1,12:00pm - 2:59pm,1
18/10/2021,Monday,Lydd,Search Only,Maritime,Supported & Completed,South East,51.06,1.44,9:00am - 11:59am,8
18/10/2021,Monday,Lee On Solent,Rescue/Recovery,Maritime,Supported & Completed,South East,50.44,-0.88,3:00pm - 5:59pm,3
18/10/2021,Monday,Inverness,Search Only,Land,Supported & Completed,Highlands and Islands,57.38,-4.05,3:00pm - 5:59pm,2
18/10/2021,Monday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.3,6:00pm - 8:59pm,4
18/10/2021,Monday,Humberside,Search Only,Land,Terminated On Scene,Yorkshire and the Humber,54.15,-2.05,12:00pm - 2:59pm,14
19/10/2021,Tuesday,Lee On Solent,Support,Maritime,Terminated On Scene,South East,50.23,-1.44,12:00am - 2:59am,4
19/10/2021,Tuesday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Eastern Scotland,56.16,-3.84,3:00am - 5:59am,4
19/10/2021,Tuesday,Inverness,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,56.33,-6.4,3:00am - 5:59am,6
19/10/2021,Tuesday,Prestwick,Search Only,Coast,Supported & Completed,Highlands and Islands,55.86,-5.08,6:00am - 8:59am,1
19/10/2021,Tuesday,Lydd,Search Only,Coast,Supported & Completed,South East,50.93,0.99,9:00am - 11:59am,0
19/10/2021,Tuesday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,9:00am - 11:59am,5
19/10/2021,Tuesday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,59.93,1.29,12:00pm - 2:59pm,2
19/10/2021,Tuesday,Lydd,Support,Coast,Terminated En Route,South East,51.37,1.08,3:00pm - 5:59pm,1
20/10/2021,Wednesday,Inverness,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,57.57,-4.09,6:00am - 8:59am,1
20/10/2021,Wednesday,Lydd,Rescue/Recovery,Maritime,Supported & Completed,South East,50.83,0.98,12:00pm - 2:59pm,2
20/10/2021,Wednesday,Humberside,Search Only,Land,Supported & Completed,Yorkshire and the Humber,54.14,-2.05,12:00pm - 2:59pm,5
20/10/2021,Wednesday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Eastern Scotland,56.18,-4.62,12:00pm - 2:59pm,2
20/10/2021,Wednesday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,Yorkshire and the Humber,54.04,0.44,3:00pm - 5:59pm,2
20/10/2021,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,58.88,1.53,6:00pm - 8:59pm,5
20/10/2021,Wednesday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,Yorkshire and the Humber,53.63,0.94,6:00pm - 8:59pm,3
21/10/2021,Thursday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,East of England,53.32,2.58,6:00am - 8:59am,4
21/10/2021,Thursday,Inverness,Search Only,Land,Supported & Completed,North Eastern Scotland,57.64,-2.23,6:00am - 8:59am,3
21/10/2021,Thursday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.05,-5.7,12:00pm - 2:59pm,2
21/10/2021,Thursday,Newquay,Pre-arranged Transfer,Land,Supported & Completed,South West,49.93,-6.3,3:00pm - 5:59pm,2
21/10/2021,Thursday,Humberside,Search Only,Land,Supported & Completed,North East,54.9,-1.36,6:00pm - 8:59pm,5
21/10/2021,Thursday,Lee On Solent,Rescue/Recovery,Coast,Terminated En Route,South West,50.58,-2.47,9:00pm - 11:59pm,1
22/10/2021,Friday,Sumburgh,Support,Maritime,Supported & Completed,Highlands and Islands,60.12,-2.99,3:00am - 5:59am,5
22/10/2021,Friday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Southern Scotland,55.87,-2.08,9:00am - 11:59am,2
22/10/2021,Friday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,North East,55.62,-1.73,12:00pm - 2:59pm,3
22/10/2021,Friday,Lydd,Pre-arranged Transfer,Land,Supported & Completed,East of England,52.76,0.45,12:00pm - 2:59pm,6
22/10/2021,Friday,Prestwick,Search Only,Land,Terminated On Scene,North East,54.86,-1.35,3:00pm - 5:59pm,2
22/10/2021,Friday,Humberside,Search Only,Land,Terminated On Scene,North East,54.86,-1.35,3:00pm - 5:59pm,4
22/10/2021,Friday,Lee On Solent,Search Only,Coast,Terminated On Scene,South East,50.82,-0.17,6:00pm - 8:59pm,1
23/10/2021,Saturday,Lydd,Search Only,Coast,Diverted / Suspended,South East,50.91,1,9:00am - 11:59am,2
23/10/2021,Saturday,Lydd,Search Only,Maritime,Supported & Completed,South East,50.62,1.21,12:00pm - 2:59pm,1
23/10/2021,Saturday,Prestwick,Rescue/Recovery,Land,Terminated En Route,North East,55.45,-1.59,3:00pm - 5:59pm,1
23/10/2021,Saturday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.42,-5.61,3:00pm - 5:59pm,3
23/10/2021,Saturday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,51.78,-3.14,6:00pm - 8:59pm,2
23/10/2021,Saturday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.95,-6.33,6:00pm - 8:59pm,2
24/10/2021,Sunday,St Athan,Search Only,Land,Terminated En Route,Wales,51.72,-3.07,6:00am - 8:59am,1
24/10/2021,Sunday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,60.27,0.13,6:00am - 8:59am,2
24/10/2021,Sunday,Lee On Solent,Rescue/Recovery,Coast,Supported & Completed,South East,50.74,0.2,12:00pm - 2:59pm,3
24/10/2021,Sunday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.85,-4.56,3:00pm - 5:59pm,1
24/10/2021,Sunday,Lydd,Search Only,Coast,Terminated En Route,East of England,51.99,1.27,6:00pm - 8:59pm,0
24/10/2021,Sunday,Inverness,Search Only,Land,Supported & Completed,Highlands and Islands,57.59,-3.86,12:00am - 2:59am,4
25/10/2021,Monday,Humberside,Support,Land,Supported & Completed,East Midlands,53.02,-0.84,6:00am - 8:59am,4
25/10/2021,Monday,Lydd,Search Only,Maritime,Supported & Completed,South East,51.27,1.58,9:00am - 11:59am,2
25/10/2021,Monday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,9:00am - 11:59am,4
25/10/2021,Monday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.08,-4.07,12:00pm - 2:59pm,3
25/10/2021,Monday,Humberside,Search Only,Land,Supported & Completed,Yorkshire and the Humber,53.72,-0.91,3:00pm - 5:59pm,3
25/10/2021,Monday,Lee On Solent,Rescue/Recovery,Coast,Supported & Completed,South East,50.74,0.2,3:00pm - 5:59pm,3
25/10/2021,Monday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,East Midlands,52.93,0.27,6:00pm - 8:59pm,2
25/10/2021,Monday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,6:00pm - 8:59pm,3
25/10/2021,Monday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,East of England,53.2,2.49,9:00pm - 11:59pm,6
25/10/2021,Monday,Lydd,Search Only,Maritime,Diverted / Suspended,East of England,51.73,2.17,3:00pm - 5:59pm,7
26/10/2021,Tuesday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,3:00am - 5:59am,2
26/10/2021,Tuesday,St Athan,Support,Land,Supported & Completed,Wales,51.65,-3.09,12:00pm - 2:59pm,2
26/10/2021,Tuesday,Caernarfon,Support,Land,Terminated En Route,North West,54.65,-3.05,12:00pm - 2:59pm,2
26/10/2021,Tuesday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,56.5,-6.87,12:00pm - 2:59pm,5
26/10/2021,Tuesday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.83,-5.06,9:00pm - 11:59pm,2
26/10/2021,Tuesday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,9:00pm - 11:59pm,3
27/10/2021,Wednesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,6:00am - 8:59am,3
27/10/2021,Wednesday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,56.32,-6.42,9:00am - 11:59am,2
27/10/2021,Wednesday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,51.57,-4.01,9:00am - 11:59am,3
27/10/2021,Wednesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,Wales,51.69,-5.09,9:00am - 11:59am,4
27/10/2021,Wednesday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,56.52,-5.91,12:00pm - 2:59pm,5
27/10/2021,Wednesday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,52.7,-3.92,12:00pm - 2:59pm,6
27/10/2021,Wednesday,Sumburgh,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,58.96,-2.91,3:00pm - 5:59pm,5
27/10/2021,Wednesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.07,-5.54,6:00pm - 8:59pm,2
27/10/2021,Wednesday,Prestwick,Search Only,Land,Terminated On Scene,Highlands and Islands,56.06,-5.5,6:00pm - 8:59pm,2
27/10/2021,Wednesday,Inverness,Rescue/Recovery,Coast,Supported & Completed,Eastern Scotland,56.34,-2.79,6:00pm - 8:59pm,4
28/10/2021,Thursday,Stornoway,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,58.46,-3.09,3:00am - 5:59am,6
28/10/2021,Thursday,Newquay,Search Only,Coast,Terminated En Route,South West,50.61,-3.39,9:00am - 11:59am,1
28/10/2021,Thursday,Prestwick,Support,Coast,Terminated On Scene,Highlands and Islands,56.69,-5.57,3:00pm - 5:59pm,2
28/10/2021,Thursday,Stornoway,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,57.81,-8.57,3:00pm - 5:59pm,2
28/10/2021,Thursday,Humberside,Search Only,Coast,Terminated En Route,North East,54.72,-1.23,6:00pm - 8:59pm,1
28/10/2021,Thursday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,56.4,-5.47,6:00pm - 8:59pm,2
28/10/2021,Thursday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.42,-5.61,6:00pm - 8:59pm,4
28/10/2021,Thursday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.42,-5.61,9:00pm - 11:59pm,3
28/10/2021,Thursday,Inverness,Search Only,Land,Supported & Completed,Highlands and Islands,56.05,-5.44,9:00pm - 11:59pm,4
29/10/2021,Friday,Lydd,Search Only,Coast,Terminated On Scene,South East,51.07,1.17,9:00am - 11:59am,1
29/10/2021,Friday,Lydd,Rescue/Recovery,Maritime,Supported & Completed,East of England,51.89,1.68,9:00am - 11:59am,4
29/10/2021,Friday,Inverness,Search Only,Coast,Supported & Completed,Eastern Scotland,56.47,-2.86,12:00pm - 2:59pm,4
29/10/2021,Friday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,6:00pm - 8:59pm,1
29/10/2021,Friday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.42,-5.61,6:00pm - 8:59pm,3
29/10/2021,Friday,Humberside,Rescue/Recovery,Land,Supported & Completed,East Midlands,53.16,0.06,6:00pm - 8:59pm,3
29/10/2021,Friday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,9:00pm - 11:59pm,1
30/10/2021,Saturday,Newquay,Support,Coast,Terminated En Route,Wales,51.75,-5.2,9:00am - 11:59am,1
30/10/2021,Saturday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,61.36,1.58,9:00am - 11:59am,3
30/10/2021,Saturday,St Athan,Support,Land,Supported & Completed,Wales,51.8,-4.97,6:00am - 8:59am,3
30/10/2021,Saturday,Caernarfon,Rescue/Recovery,Land,Terminated On Scene,Wales,53.07,-4.08,9:00am - 11:59am,1
30/10/2021,Saturday,Lee On Solent,Rescue/Recovery,Maritime,Supported & Completed,South East,50.54,0.23,3:00pm - 5:59pm,2
30/10/2021,Saturday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.45,-4.95,3:00pm - 5:59pm,5
30/10/2021,Saturday,Stornoway,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,56.92,-6.15,9:00pm - 11:59pm,7
31/10/2021,Sunday,Lydd,Search Only,Coast,Terminated Prior to Launch,South East,51.07,1.1,6:00am - 8:59am,0
31/10/2021,Sunday,Lydd,Rescue/Recovery,Coast,Supported & Completed,South East,50.78,0.31,9:00am - 11:59am,2
31/10/2021,Sunday,Prestwick,Rescue/Recovery,Land,Terminated En Route,West Central Scotland,55.94,-4.29,9:00am - 11:59am,0
31/10/2021,Sunday,St Athan,Rescue/Recovery,Coast,Supported & Completed,Wales,51.62,-3.88,12:00pm - 2:59pm,2
31/10/2021,Sunday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Eastern Scotland,56.12,-3.21,12:00pm - 2:59pm,1
31/10/2021,Sunday,St Athan,Search Only,Coast,Terminated En Route,South East,50.81,-1.02,6:00pm - 8:59pm,1
31/10/2021,Sunday,Lydd,Search Only,Land,Terminated On Scene,South West,51.08,-1.78,6:00pm - 8:59pm,0
31/10/2021,Sunday,St Athan,Rescue/Recovery,Land,Terminated On Scene,South West,51.08,-1.78,6:00pm - 8:59pm,3
31/10/2021,Sunday,Prestwick,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,55.5,-5.09,9:00pm - 11:59pm,2
31/10/2021,Sunday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,East Midlands,53.55,0.41,9:00pm - 11:59pm,5
01/11/2021,Monday,Stornoway,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,57.06,-6.5,6:00am - 8:59am,3
01/11/2021,Monday,St Athan,Pre-arranged Transfer,Land,Terminated En Route,Wales,51.83,-4.96,3:00pm - 5:59pm,0
01/11/2021,Monday,Inverness,Search Only,Land,Supported & Completed,Highlands and Islands,57.5,-4.27,6:00pm - 8:59pm,1
02/11/2021,Tuesday,Prestwick,Support,Coast,Terminated En Route,Northern Ireland,55.22,-6.56,9:00am - 11:59am,1
02/11/2021,Tuesday,Humberside,Support,Coast,Terminated En Route,East of England,52.83,0.23,12:00pm - 2:59pm,1
02/11/2021,Tuesday,Caernarfon,Support,Land,Terminated Prior to Launch,Wales,53.11,-4,12:00pm - 2:59pm,0
02/11/2021,Tuesday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.11,-4,12:00pm - 2:59pm,3
02/11/2021,Tuesday,Prestwick,Pre-arranged Transfer,Land,Terminated prior to launch,Highlands and Islands,55.42,-5.61,9:00am - 11:59am,0
02/11/2021,Tuesday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.42,-5.61,3:00pm - 5:59pm,9
02/11/2021,Tuesday,Humberside,Search Only,Land,Supported & Completed,North West,54.53,-3,3:00pm - 5:59pm,3
02/11/2021,Tuesday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.69,-1.3,9:00pm - 11:59pm,2
02/11/2021,Tuesday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.65,-5.03,9:00pm - 11:59pm,5
03/11/2021,Wednesday,Newquay,Support,Coast,Terminated On Scene,South West,49.96,-5.21,12:00am - 2:59am,1
03/11/2021,Wednesday,Lydd,Support,Maritime,Supported & Completed,South East,50.68,0.97,3:00pm - 5:59pm,2
03/11/2021,Wednesday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.9,-6.28,6:00pm - 8:59pm,2
03/11/2021,Wednesday,Prestwick,Search Only,Land,Terminated Prior to Launch,Northern Ireland,54.67,-5.73,12:00am - 2:59am,1
04/11/2021,Thursday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,12:00am - 2:59am,2
04/11/2021,Thursday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.83,-4.56,9:00am - 11:59am,3
04/11/2021,Thursday,Lee On Solent,Pre-arranged Transfer,Coast,Supported & Completed,Wales,51.47,-3.14,12:00pm - 2:59pm,4
04/11/2021,Thursday,St Athan,Pre-arranged Transfer,Coast,Supported & Completed,Wales,51.47,-3.14,3:00pm - 5:59pm,8
04/11/2021,Thursday,Stornoway,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,57.47,-7.35,6:00pm - 8:59pm,3
04/11/2021,Thursday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.83,-5.06,9:00pm - 11:59pm,2
04/11/2021,Thursday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,56.5,-6.88,12:00am - 2:59am,4
05/11/2021,Friday,Newquay,Support,Coast,Terminated Prior to Launch,South West,50.46,-3.5,9:00am - 11:59am,0
05/11/2021,Friday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,52.58,-4.09,6:00pm - 8:59pm,2
05/11/2021,Friday,Caernarfon,Rescue/Recovery,Maritime,Supported & Completed,North West,53.57,-3.45,9:00pm - 11:59pm,3
06/11/2021,Saturday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,60.81,1.74,6:00am - 8:59am,3
06/11/2021,Saturday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.42,-5.1,12:00pm - 2:59pm,1
06/11/2021,Saturday,Prestwick,Rescue/Recovery,Land,Terminated En Route,Highlands and Islands,56.42,-5.2,12:00pm - 2:59pm,1
06/11/2021,Saturday,Inverness,Rescue/Recovery,Land,Terminated Prior to Launch,Highlands and Islands,56.42,-5.2,12:00pm - 2:59pm,0
06/11/2021,Saturday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,3:00pm - 5:59pm,2
06/11/2021,Saturday,Prestwick,Search Only,Land,Terminated On Scene,Southern Scotland,55.61,-4.69,3:00pm - 5:59pm,1
06/11/2021,Saturday,Inverness,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,56.48,-5.72,6:00pm - 8:59pm,4
06/11/2021,Saturday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.83,-5.06,9:00pm - 11:59pm,2
07/11/2021,Sunday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.68,-6.25,3:00am - 5:59am,3
07/11/2021,Sunday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,59.36,1.57,6:00am - 8:59am,5
07/11/2021,Sunday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Eastern Scotland,55.99,-3.29,12:00pm - 2:59pm,2
07/11/2021,Sunday,Inverness,Pre-arranged Transfer,Land,Supported & Completed,North Eastern Scotland,57.15,-2.14,6:00am - 8:59am,8
07/11/2021,Sunday,St Athan,Support,Coast,Terminated On Scene,South West,50.6,-3.43,3:00pm - 5:59pm,1
07/11/2021,Sunday,St Athan,Rescue/Recovery,Coast,Supported & Completed,South West,50.55,-3.48,9:00pm - 11:59pm,4
08/11/2021,Monday,Lee On Solent,Search Only,Land,Supported & Completed,South East,50.92,-1.38,12:00am - 2:59am,3
08/11/2021,Monday,Inverness,Support,Maritime,Terminated En Route,Highlands and Islands,58.57,-1.19,12:00pm - 2:59pm,0
08/11/2021,Monday,Prestwick,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,55.5,-5.09,9:00am - 11:59am,3
08/11/2021,Monday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.89,-6.35,12:00pm - 2:59pm,2
08/11/2021,Monday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.7,-3.49,12:00pm - 2:59pm,2
08/11/2021,Monday,Prestwick,Support,Land,Terminated On Scene,Southern Scotland,54.96,-4.48,6:00pm - 8:59pm,1
08/11/2021,Monday,Lee On Solent,Support,Coast,Terminated On Scene,South East,50.79,-1.12,6:00pm - 8:59pm,2
09/11/2021,Tuesday,Lydd,Rescue/Recovery,Maritime,Supported & Completed,South East,51.4,1.56,9:00am - 11:59am,1
09/11/2021,Tuesday,Lydd,Support,Maritime,Diverted / Suspended,South East,51.43,1.64,6:00am - 8:59am,2
09/11/2021,Tuesday,Lydd,Support,Maritime,Supported & Completed,South East,51.43,1.64,9:00am - 11:59am,5
09/11/2021,Tuesday,Stornoway,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,57.57,-6.15,12:00pm - 2:59pm,3
09/11/2021,Tuesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,6:00pm - 8:59pm,4
10/11/2021,Wednesday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.42,-5.61,12:00pm - 2:59pm,3
10/11/2021,Wednesday,Humberside,Rescue/Recovery,Land,Supported & Completed,East Midlands,53.16,0.31,3:00pm - 5:59pm,3
11/11/2021,Thursday,Lydd,Search Only,Coast,Supported & Completed,South East,50.87,0.71,9:00am - 11:59am,1
11/11/2021,Thursday,Lydd,Search Only,Maritime,Supported & Completed,South East,51.16,1.79,9:00am - 11:59am,1
11/11/2021,Thursday,Lee On Solent,Search Only,Coast,Supported & Completed,South East,50.87,0.71,9:00am - 11:59am,1
11/11/2021,Thursday,Lydd,Support,Maritime,Supported & Completed,South East,50.87,0.88,12:00pm - 2:59pm,0
11/11/2021,Thursday,Stornoway,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,56.95,-7.5,12:00pm - 2:59pm,4
11/11/2021,Thursday,Lydd,Support,Coast,Supported & Completed,South East,50.73,0.25,12:00pm - 2:59pm,1
